country,period,net_purchases_busd,source_file
Luxembourg,2020-05,-4.231,s1_globl.txt
Luxembourg,2020-06,-3.481,s1_globl.txt
Luxembourg,2020-07,-12.484,s1_globl.txt
Luxembourg,2020-08,-6.093,s1_globl.txt
Luxembourg,2020-09,-3.401,s1_globl.txt
Luxembourg,2020-10,-3.931,s1_globl.txt
Luxembourg,2020-11,-9.541,s1_globl.txt
Luxembourg,2020-12,-1.388,s1_globl.txt
Luxembourg,2021-01,-2.731,s1_globl.txt
Luxembourg,2021-02,-3.621,s1_globl.txt
Luxembourg,2021-03,-2.052,s1_globl.txt
Luxembourg,2021-04,-4.749,s1_globl.txt
Luxembourg,2021-05,-1.565,s1_globl.txt
Luxembourg,2021-06,-1.771,s1_globl.txt
Luxembourg,2021-07,-1.949,s1_globl.txt
Luxembourg,2021-08,-2.227,s1_globl.txt
Luxembourg,2021-09,-3.613,s1_globl.txt
Luxembourg,2021-10,-0.122,s1_globl.txt
Luxembourg,2021-11,-2.576,s1_globl.txt
Luxembourg,2021-12,-2.084,s1_globl.txt
Luxembourg,2022-01,-3.692,s1_globl.txt
Luxembourg,2022-02,-3.899,s1_globl.txt
Luxembourg,2022-03,-4.757,s1_globl.txt
Luxembourg,2022-04,0.392,s1_globl.txt
Luxembourg,2022-05,-2.712,s1_globl.txt
Luxembourg,2022-06,-0.008,s1_globl.txt
Luxembourg,2022-07,-1.501,s1_globl.txt
Luxembourg,2022-08,-5.443,s1_globl.txt
Luxembourg,2022-09,1.21,s1_globl.txt
Luxembourg,2022-10,-1.871,s1_globl.txt
Luxembourg,2022-11,-3.489,s1_globl.txt
Luxembourg,2022-12,1.057,s1_globl.txt
Luxembourg,2023-01,-11.149,s1_globl.txt
Luxembourg,2023-02,10.34,slt_table3.txt
Luxembourg,2023-03,-5.765,slt_table3.txt
Luxembourg,2023-04,3.675,slt_table3.txt
Luxembourg,2023-05,1.744,slt_table3.txt
Luxembourg,2023-06,-6.02,slt_table3.txt
Luxembourg,2023-07,12.453,slt_table3.txt
Luxembourg,2023-08,7.534,slt_table3.txt
Luxembourg,2023-09,7.842,slt_table3.txt
Luxembourg,2023-10,-16.921,slt_table3.txt
Luxembourg,2023-11,7.806,slt_table3.txt
Luxembourg,2023-12,2.343,slt_table3.txt
Luxembourg,2024-01,9.652,slt_table3.txt
Luxembourg,2024-02,6.475,slt_table3.txt
Luxembourg,2024-03,3.542,slt_table3.txt
Luxembourg,2024-04,2.488,slt_table3.txt
Luxembourg,2024-05,2.754,slt_table3.txt
Luxembourg,2024-06,2.19,slt_table3.txt
Luxembourg,2024-07,-2.936,slt_table3.txt
Luxembourg,2024-08,1.901,slt_table3.txt
Luxembourg,2024-09,1.136,slt_table3.txt
Luxembourg,2024-10,5.103,slt_table3.txt
Luxembourg,2024-11,-4.018,slt_table3.txt
Luxembourg,2024-12,-0.055,slt_table3.txt
Luxembourg,2025-01,-2.234,slt_table3.txt
Luxembourg,2025-02,4.203,slt_table3.txt
Luxembourg,2025-03,-3.795,slt_table3.txt
Luxembourg,2025-04,-7.442,slt_table3.txt
Luxembourg,2025-05,3.695,slt_table3.txt
Luxembourg,2025-06,-3.357,slt_table3.txt
Luxembourg,2025-07,0.365,slt_table3.txt
Luxembourg,2025-08,15.139,slt_table3.txt
Luxembourg,2025-09,10.838,slt_table3.txt
Luxembourg,2025-10,0.202,slt_table3.txt
Luxembourg,2025-11,0.935,slt_table3.txt
Luxembourg,2025-12,2.82,slt_table3.txt
Luxembourg,2026-01,4.963,slt_table3.txt
Luxembourg,2026-02,-12.854,slt_table3.txt
Luxembourg,2026-03,-0.773,slt_table3.txt
Luxembourg,2026-04,8.912,slt_table3.txt
India,2013-01,-0.833,s1_globl.txt
India,2013-02,-1.838,s1_globl.txt
India,2013-03,-0.402,s1_globl.txt
India,2013-04,-0.416,s1_globl.txt
India,2013-05,1.847,s1_globl.txt
India,2013-06,0.607,s1_globl.txt
India,2013-07,-0.007,s1_globl.txt
India,2013-08,-0.954,s1_globl.txt
India,2013-09,-0.416,s1_globl.txt
India,2013-10,1.476,s1_globl.txt
India,2013-11,1.784,s1_globl.txt
India,2013-12,1.524,s1_globl.txt
India,2014-01,-0.536,s1_globl.txt
India,2014-02,-0.932,s1_globl.txt
India,2014-03,0.061,s1_globl.txt
India,2014-04,-1.067,s1_globl.txt
India,2014-05,-0.524,s1_globl.txt
India,2014-06,0.126,s1_globl.txt
India,2014-07,0.821,s1_globl.txt
India,2014-08,-0.69,s1_globl.txt
India,2014-09,-1.802,s1_globl.txt
India,2014-10,-2.119,s1_globl.txt
India,2014-11,0.081,s1_globl.txt
India,2014-12,-0.601,s1_globl.txt
India,2015-01,0.86,s1_globl.txt
India,2015-02,0.734,s1_globl.txt
India,2015-03,-0.846,s1_globl.txt
India,2015-04,-1.04,s1_globl.txt
India,2015-05,0.505,s1_globl.txt
India,2015-06,-0.679,s1_globl.txt
India,2015-07,-1.688,s1_globl.txt
India,2015-08,-2.135,s1_globl.txt
India,2015-09,-2.701,s1_globl.txt
India,2015-10,0.49,s1_globl.txt
India,2015-11,-3.961,s1_globl.txt
India,2015-12,-1.892,s1_globl.txt
India,2016-01,-0.119,s1_globl.txt
India,2016-02,-3.201,s1_globl.txt
India,2016-03,-0.558,s1_globl.txt
India,2016-04,-0.005,s1_globl.txt
India,2016-05,-4.303,s1_globl.txt
India,2016-06,-2.137,s1_globl.txt
India,2016-07,0.121,s1_globl.txt
India,2016-08,-3.348,s1_globl.txt
India,2016-09,-2.295,s1_globl.txt
India,2016-10,-2.204,s1_globl.txt
India,2016-11,-3.825,s1_globl.txt
India,2016-12,-1.375,s1_globl.txt
India,2017-01,-5.954,s1_globl.txt
India,2017-02,-4.099,s1_globl.txt
India,2017-03,-1.293,s1_globl.txt
India,2017-04,1.012,s1_globl.txt
India,2017-05,-2.563,s1_globl.txt
India,2017-06,-0.35,s1_globl.txt
India,2017-07,0.152,s1_globl.txt
India,2017-08,-0.958,s1_globl.txt
India,2017-09,1.267,s1_globl.txt
India,2017-10,-5.094,s1_globl.txt
India,2017-11,-2.822,s1_globl.txt
India,2017-12,1.91,s1_globl.txt
India,2018-01,-1.698,s1_globl.txt
India,2018-02,-0.919,s1_globl.txt
India,2018-03,0.363,s1_globl.txt
India,2018-04,-7.51,s1_globl.txt
India,2018-05,-2.744,s1_globl.txt
India,2018-06,0.216,s1_globl.txt
India,2018-07,-5.655,s1_globl.txt
India,2018-08,-1.58,s1_globl.txt
India,2018-09,0.329,s1_globl.txt
India,2018-10,-5.864,s1_globl.txt
India,2018-11,-1.693,s1_globl.txt
India,2018-12,-2.476,s1_globl.txt
India,2019-01,-2.992,s1_globl.txt
India,2019-02,-4.127,s1_globl.txt
India,2019-03,1.06,s1_globl.txt
India,2019-04,-3.233,s1_globl.txt
India,2019-05,-1.292,s1_globl.txt
India,2019-06,-0.125,s1_globl.txt
India,2019-07,-5.578,s1_globl.txt
India,2019-08,-0.951,s1_globl.txt
India,2019-09,-5.635,s1_globl.txt
India,2019-10,-1.732,s1_globl.txt
India,2019-11,-4.304,s1_globl.txt
India,2019-12,-6.5,s1_globl.txt
India,2020-01,-0.309,s1_globl.txt
India,2020-02,0.638,s1_globl.txt
India,2020-03,-10.58,s1_globl.txt
India,2020-04,-3.83,s1_globl.txt
India,2020-05,0.26,s1_globl.txt
India,2020-06,-5.888,s1_globl.txt
India,2020-07,-3.176,s1_globl.txt
India,2020-08,-5.956,s1_globl.txt
India,2020-09,-1.568,s1_globl.txt
India,2020-10,2.353,s1_globl.txt
India,2020-11,-4.847,s1_globl.txt
India,2020-12,-2.582,s1_globl.txt
India,2021-01,-0.108,s1_globl.txt
India,2021-02,-3.665,s1_globl.txt
India,2021-03,-2.739,s1_globl.txt
India,2021-04,0.917,s1_globl.txt
India,2021-05,2.003,s1_globl.txt
India,2021-06,-3.14,s1_globl.txt
India,2021-07,0.503,s1_globl.txt
India,2021-08,-3.485,s1_globl.txt
India,2021-09,-0.224,s1_globl.txt
India,2021-10,-1.489,s1_globl.txt
India,2021-11,-3.761,s1_globl.txt
India,2021-12,-1.525,s1_globl.txt
India,2022-01,1.093,s1_globl.txt
India,2022-02,0.61,s1_globl.txt
India,2022-03,1.906,s1_globl.txt
India,2022-04,0.644,s1_globl.txt
India,2022-05,1.284,s1_globl.txt
India,2022-06,2.29,s1_globl.txt
India,2022-07,0.804,s1_globl.txt
India,2022-08,2.774,s1_globl.txt
India,2022-09,-0.43,s1_globl.txt
India,2022-10,-0.095,s1_globl.txt
India,2022-11,1.595,s1_globl.txt
India,2022-12,1.815,s1_globl.txt
India,2023-01,-0.505,s1_globl.txt
India,2023-02,1.867,slt_table3.txt
India,2023-03,1.322,slt_table3.txt
India,2023-04,1.077,slt_table3.txt
India,2023-05,2.182,slt_table3.txt
India,2023-06,-1.019,slt_table3.txt
India,2023-07,-1.156,slt_table3.txt
India,2023-08,-0.427,slt_table3.txt
India,2023-09,-0.559,slt_table3.txt
India,2023-10,-8.201,slt_table3.txt
India,2023-11,-4.03,slt_table3.txt
India,2023-12,4.239,slt_table3.txt
India,2024-01,-0.851,slt_table3.txt
India,2024-02,1.607,slt_table3.txt
India,2024-03,2.345,slt_table3.txt
India,2024-04,-1.817,slt_table3.txt
India,2024-05,1.937,slt_table3.txt
India,2024-06,4.627,slt_table3.txt
India,2024-07,-8.484,slt_table3.txt
India,2024-08,0.625,slt_table3.txt
India,2024-09,-3.902,slt_table3.txt
India,2024-10,7.293,slt_table3.txt
India,2024-11,-6.524,slt_table3.txt
India,2024-12,-10.278,slt_table3.txt
India,2025-01,-3.336,slt_table3.txt
India,2025-02,-1.602,slt_table3.txt
India,2025-03,9.663,slt_table3.txt
India,2025-04,-5.459,slt_table3.txt
India,2025-05,1.712,slt_table3.txt
India,2025-06,-8.683,slt_table3.txt
India,2025-07,-6.427,slt_table3.txt
India,2025-08,-4.234,slt_table3.txt
India,2025-09,-13.486,slt_table3.txt
India,2025-10,-13.636,slt_table3.txt
India,2025-11,-2.031,slt_table3.txt
India,2025-12,-4.284,slt_table3.txt
India,2026-01,5.612,slt_table3.txt
India,2026-02,2.291,slt_table3.txt
India,2026-03,-7.974,slt_table3.txt
India,2026-04,-0.796,slt_table3.txt
Turkey,2013-01,4.512,s1_globl.txt
Turkey,2013-02,-0.196,s1_globl.txt
Turkey,2013-03,0.286,s1_globl.txt
Turkey,2013-04,1.009,s1_globl.txt
Turkey,2013-05,0.755,s1_globl.txt
Turkey,2013-06,0.629,s1_globl.txt
Turkey,2013-07,0.273,s1_globl.txt
Turkey,2013-08,-0.444,s1_globl.txt
Turkey,2013-09,-0.713,s1_globl.txt
Turkey,2013-10,1.422,s1_globl.txt
Turkey,2013-11,0.087,s1_globl.txt
Turkey,2013-12,-0.825,s1_globl.txt
Turkey,2014-01,0.15,s1_globl.txt
Turkey,2014-02,-0.032,s1_globl.txt
Turkey,2014-03,0.954,s1_globl.txt
Turkey,2014-04,-0.068,s1_globl.txt
Turkey,2014-05,-0.44,s1_globl.txt
Turkey,2014-06,-0.499,s1_globl.txt
Turkey,2014-07,-1.483,s1_globl.txt
Turkey,2014-08,0.498,s1_globl.txt
Turkey,2014-09,-0.365,s1_globl.txt
Turkey,2014-10,-1.797,s1_globl.txt
Turkey,2014-11,-1.796,s1_globl.txt
Turkey,2014-12,-1.33,s1_globl.txt
Turkey,2015-01,-0.157,s1_globl.txt
Turkey,2015-02,-1.233,s1_globl.txt
Turkey,2015-03,-0.127,s1_globl.txt
Turkey,2015-04,-0.359,s1_globl.txt
Turkey,2015-05,0.175,s1_globl.txt
Turkey,2015-06,-0.946,s1_globl.txt
Turkey,2015-07,0.059,s1_globl.txt
Turkey,2015-08,-0.012,s1_globl.txt
Turkey,2015-09,0.263,s1_globl.txt
Turkey,2015-10,0.479,s1_globl.txt
Turkey,2015-11,-2.177,s1_globl.txt
Turkey,2015-12,0.594,s1_globl.txt
Turkey,2016-01,-1.701,s1_globl.txt
Turkey,2016-02,-0.273,s1_globl.txt
Turkey,2016-03,-0.218,s1_globl.txt
Turkey,2016-04,-0.167,s1_globl.txt
Turkey,2016-05,-0.426,s1_globl.txt
Turkey,2016-06,-0.827,s1_globl.txt
Turkey,2016-07,0.666,s1_globl.txt
Turkey,2016-08,-3.309,s1_globl.txt
Turkey,2016-09,-1.134,s1_globl.txt
Turkey,2016-10,-0.407,s1_globl.txt
Turkey,2016-11,0.237,s1_globl.txt
Turkey,2016-12,-0.214,s1_globl.txt
Turkey,2017-01,-0.76,s1_globl.txt
Turkey,2017-02,0.325,s1_globl.txt
Turkey,2017-03,-0.27,s1_globl.txt
Turkey,2017-04,0.41,s1_globl.txt
Turkey,2017-05,-3.633,s1_globl.txt
Turkey,2017-06,-1.513,s1_globl.txt
Turkey,2017-07,0.716,s1_globl.txt
Turkey,2017-08,0.0,s1_globl.txt
Turkey,2017-09,-1.427,s1_globl.txt
Turkey,2017-10,-1.705,s1_globl.txt
Turkey,2017-11,-1.436,s1_globl.txt
Turkey,2017-12,1.544,s1_globl.txt
Turkey,2018-01,-3.613,s1_globl.txt
Turkey,2018-02,0.001,s1_globl.txt
Turkey,2018-03,-0.873,s1_globl.txt
Turkey,2018-04,-2.272,s1_globl.txt
Turkey,2018-05,-2.508,s1_globl.txt
Turkey,2018-06,-2.125,s1_globl.txt
Turkey,2018-07,-0.157,s1_globl.txt
Turkey,2018-08,-0.091,s1_globl.txt
Turkey,2018-09,-0.729,s1_globl.txt
Turkey,2018-10,-0.975,s1_globl.txt
Turkey,2018-11,-0.001,s1_globl.txt
Turkey,2018-12,-0.345,s1_globl.txt
Turkey,2019-01,0.175,s1_globl.txt
Turkey,2019-02,0.447,s1_globl.txt
Turkey,2019-03,-0.336,s1_globl.txt
Turkey,2019-04,-0.03,s1_globl.txt
Turkey,2019-05,-0.287,s1_globl.txt
Turkey,2019-06,0.0,s1_globl.txt
Turkey,2019-07,-0.001,s1_globl.txt
Turkey,2019-08,0.001,s1_globl.txt
Turkey,2019-09,0.128,s1_globl.txt
Turkey,2019-10,0.099,s1_globl.txt
Turkey,2019-11,0.0,s1_globl.txt
Turkey,2019-12,0.005,s1_globl.txt
Turkey,2020-01,0.151,s1_globl.txt
Turkey,2020-02,-0.35,s1_globl.txt
Turkey,2020-03,-0.121,s1_globl.txt
Turkey,2020-04,-0.257,s1_globl.txt
Turkey,2020-05,0.0,s1_globl.txt
Turkey,2020-06,-0.001,s1_globl.txt
Turkey,2020-07,-0.114,s1_globl.txt
Turkey,2020-08,-0.169,s1_globl.txt
Turkey,2020-09,-0.01,s1_globl.txt
Turkey,2020-10,0.01,s1_globl.txt
Turkey,2020-11,0.0,s1_globl.txt
Turkey,2020-12,0.0,s1_globl.txt
Turkey,2021-01,-0.003,s1_globl.txt
Turkey,2021-02,-0.003,s1_globl.txt
Turkey,2021-03,-0.009,s1_globl.txt
Turkey,2021-04,0.008,s1_globl.txt
Turkey,2021-05,0.0,s1_globl.txt
Turkey,2021-06,-0.345,s1_globl.txt
Turkey,2021-07,0.007,s1_globl.txt
Turkey,2021-08,-0.105,s1_globl.txt
Turkey,2021-09,0.0,s1_globl.txt
Turkey,2021-10,0.009,s1_globl.txt
Turkey,2021-11,-0.007,s1_globl.txt
Turkey,2021-12,0.009,s1_globl.txt
Turkey,2022-01,-0.282,s1_globl.txt
Turkey,2022-02,0.001,s1_globl.txt
Turkey,2022-03,0.0,s1_globl.txt
Turkey,2022-04,0.007,s1_globl.txt
Turkey,2022-05,0.001,s1_globl.txt
Turkey,2022-06,0.0,s1_globl.txt
Turkey,2022-07,0.008,s1_globl.txt
Turkey,2022-08,-0.031,s1_globl.txt
Turkey,2022-09,-0.162,s1_globl.txt
Turkey,2022-10,0.002,s1_globl.txt
Turkey,2022-11,0.009,s1_globl.txt
Turkey,2022-12,0.004,s1_globl.txt
Turkey,2023-01,0.004,s1_globl.txt
Turkey,2023-02,-0.137,slt_table3.txt
Turkey,2023-03,0.151,slt_table3.txt
Turkey,2023-04,0.252,slt_table3.txt
Turkey,2023-05,-0.048,slt_table3.txt
Turkey,2023-06,0.048,slt_table3.txt
Turkey,2023-07,0.111,slt_table3.txt
Turkey,2023-08,0.067,slt_table3.txt
Turkey,2023-09,0.032,slt_table3.txt
Turkey,2023-10,-0.005,slt_table3.txt
Turkey,2023-11,-0.001,slt_table3.txt
Turkey,2023-12,0.033,slt_table3.txt
Turkey,2024-01,0.951,slt_table3.txt
Turkey,2024-02,-0.001,slt_table3.txt
Turkey,2024-03,0.026,slt_table3.txt
Turkey,2024-04,0.019,slt_table3.txt
Turkey,2024-05,0.133,slt_table3.txt
Turkey,2024-06,0.153,slt_table3.txt
Turkey,2024-07,1.582,slt_table3.txt
Turkey,2024-08,0.051,slt_table3.txt
Turkey,2024-09,0.092,slt_table3.txt
Turkey,2024-10,4.116,slt_table3.txt
Turkey,2024-11,0.213,slt_table3.txt
Turkey,2024-12,0.376,slt_table3.txt
Turkey,2025-01,2.315,slt_table3.txt
Turkey,2025-02,0.932,slt_table3.txt
Turkey,2025-03,-0.634,slt_table3.txt
Turkey,2025-04,-7.264,slt_table3.txt
Turkey,2025-05,0.431,slt_table3.txt
Turkey,2025-06,0.097,slt_table3.txt
Turkey,2025-07,0.251,slt_table3.txt
Turkey,2025-08,1.568,slt_table3.txt
Turkey,2025-09,0.305,slt_table3.txt
Turkey,2025-10,0.444,slt_table3.txt
Turkey,2025-11,0.171,slt_table3.txt
Turkey,2025-12,0.397,slt_table3.txt
Turkey,2026-01,2.147,slt_table3.txt
Turkey,2026-02,0.264,slt_table3.txt
Turkey,2026-03,-10.258,slt_table3.txt
Turkey,2026-04,0.171,slt_table3.txt
Saudi Arabia,2013-01,1.155,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2013-02,0.104,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2013-03,-0.263,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2013-04,0.696,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2013-05,2.645,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2013-06,0.762,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2013-07,-0.055,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2013-08,0.225,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2013-09,-0.767,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2013-10,0.58,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2013-11,0.375,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2013-12,-0.858,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2014-01,0.409,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2014-02,-0.174,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2014-03,0.974,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2014-04,1.357,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2014-05,1.085,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2014-06,0.48,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2014-07,0.765,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2014-08,-0.186,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2014-09,0.289,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2014-10,0.114,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2014-11,0.496,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2014-12,0.568,oilexp_sdata_hist_2003-2014.csv
Saudi Arabia,2015-01,0.208,s1_globl.txt
Saudi Arabia,2015-02,1.251,s1_globl.txt
Saudi Arabia,2015-03,0.844,s1_globl.txt
Saudi Arabia,2015-04,0.922,s1_globl.txt
Saudi Arabia,2015-05,1.251,s1_globl.txt
Saudi Arabia,2015-06,1.278,s1_globl.txt
Saudi Arabia,2015-07,0.988,s1_globl.txt
Saudi Arabia,2015-08,1.123,s1_globl.txt
Saudi Arabia,2015-09,1.164,s1_globl.txt
Saudi Arabia,2015-10,1.254,s1_globl.txt
Saudi Arabia,2015-11,-2.54,s1_globl.txt
Saudi Arabia,2015-12,-0.019,s1_globl.txt
Saudi Arabia,2016-01,-0.016,s1_globl.txt
Saudi Arabia,2016-02,-1.293,s1_globl.txt
Saudi Arabia,2016-03,0.827,s1_globl.txt
Saudi Arabia,2016-04,0.079,s1_globl.txt
Saudi Arabia,2016-05,-1.269,s1_globl.txt
Saudi Arabia,2016-06,-0.35,s1_globl.txt
Saudi Arabia,2016-07,0.901,s1_globl.txt
Saudi Arabia,2016-08,0.861,s1_globl.txt
Saudi Arabia,2016-09,-0.163,s1_globl.txt
Saudi Arabia,2016-10,0.202,s1_globl.txt
Saudi Arabia,2016-11,-0.358,s1_globl.txt
Saudi Arabia,2016-12,0.216,s1_globl.txt
Saudi Arabia,2017-01,-1.693,s1_globl.txt
Saudi Arabia,2017-02,0.169,s1_globl.txt
Saudi Arabia,2017-03,-0.452,s1_globl.txt
Saudi Arabia,2017-04,-0.201,s1_globl.txt
Saudi Arabia,2017-05,1.388,s1_globl.txt
Saudi Arabia,2017-06,1.075,s1_globl.txt
Saudi Arabia,2017-07,-0.277,s1_globl.txt
Saudi Arabia,2017-08,0.252,s1_globl.txt
Saudi Arabia,2017-09,0.686,s1_globl.txt
Saudi Arabia,2017-10,0.437,s1_globl.txt
Saudi Arabia,2017-11,-0.217,s1_globl.txt
Saudi Arabia,2017-12,-1.275,s1_globl.txt
Saudi Arabia,2018-01,-0.756,s1_globl.txt
Saudi Arabia,2018-02,1.064,s1_globl.txt
Saudi Arabia,2018-03,0.705,s1_globl.txt
Saudi Arabia,2018-04,0.258,s1_globl.txt
Saudi Arabia,2018-05,-1.08,s1_globl.txt
Saudi Arabia,2018-06,1.394,s1_globl.txt
Saudi Arabia,2018-07,1.926,s1_globl.txt
Saudi Arabia,2018-08,2.114,s1_globl.txt
Saudi Arabia,2018-09,5.63,s1_globl.txt
Saudi Arabia,2018-10,-1.918,s1_globl.txt
Saudi Arabia,2018-11,-1.049,s1_globl.txt
Saudi Arabia,2018-12,-2.132,s1_globl.txt
Saudi Arabia,2019-01,-1.946,s1_globl.txt
Saudi Arabia,2019-02,0.039,s1_globl.txt
Saudi Arabia,2019-03,0.024,s1_globl.txt
Saudi Arabia,2019-04,-1.429,s1_globl.txt
Saudi Arabia,2019-05,-0.391,s1_globl.txt
Saudi Arabia,2019-06,0.128,s1_globl.txt
Saudi Arabia,2019-07,-3.619,s1_globl.txt
Saudi Arabia,2019-08,-5.61,s1_globl.txt
Saudi Arabia,2019-09,-8.02,s1_globl.txt
Saudi Arabia,2019-10,-2.762,s1_globl.txt
Saudi Arabia,2019-11,-0.732,s1_globl.txt
Saudi Arabia,2019-12,-2.747,s1_globl.txt
Saudi Arabia,2020-01,-1.301,s1_globl.txt
Saudi Arabia,2020-02,-0.105,s1_globl.txt
Saudi Arabia,2020-03,-10.516,s1_globl.txt
Saudi Arabia,2020-04,-15.35,s1_globl.txt
Saudi Arabia,2020-05,-1.104,s1_globl.txt
Saudi Arabia,2020-06,-0.613,s1_globl.txt
Saudi Arabia,2020-07,0.014,s1_globl.txt
Saudi Arabia,2020-08,0.347,s1_globl.txt
Saudi Arabia,2020-09,-0.153,s1_globl.txt
Saudi Arabia,2020-10,0.844,s1_globl.txt
Saudi Arabia,2020-11,1.116,s1_globl.txt
Saudi Arabia,2020-12,-0.656,s1_globl.txt
Saudi Arabia,2021-01,0.193,s1_globl.txt
Saudi Arabia,2021-02,-0.853,s1_globl.txt
Saudi Arabia,2021-03,-0.764,s1_globl.txt
Saudi Arabia,2021-04,-1.282,s1_globl.txt
Saudi Arabia,2021-05,-1.114,s1_globl.txt
Saudi Arabia,2021-06,-0.768,s1_globl.txt
Saudi Arabia,2021-07,-1.843,s1_globl.txt
Saudi Arabia,2021-08,-1.082,s1_globl.txt
Saudi Arabia,2021-09,-0.963,s1_globl.txt
Saudi Arabia,2021-10,-0.617,s1_globl.txt
Saudi Arabia,2021-11,-0.992,s1_globl.txt
Saudi Arabia,2021-12,-1.45,s1_globl.txt
Saudi Arabia,2022-01,-1.382,s1_globl.txt
Saudi Arabia,2022-02,-0.783,s1_globl.txt
Saudi Arabia,2022-03,-0.875,s1_globl.txt
Saudi Arabia,2022-04,0.265,s1_globl.txt
Saudi Arabia,2022-05,-2.057,s1_globl.txt
Saudi Arabia,2022-06,-0.777,s1_globl.txt
Saudi Arabia,2022-07,0.318,s1_globl.txt
Saudi Arabia,2022-08,-3.123,s1_globl.txt
Saudi Arabia,2022-09,0.528,s1_globl.txt
Saudi Arabia,2022-10,-0.394,s1_globl.txt
Saudi Arabia,2022-11,-0.382,s1_globl.txt
Saudi Arabia,2022-12,0.183,s1_globl.txt
Saudi Arabia,2023-01,-0.304,s1_globl.txt
Saudi Arabia,2023-02,-0.462,slt_table3.txt
Saudi Arabia,2023-03,1.938,slt_table3.txt
Saudi Arabia,2023-04,-3.333,slt_table3.txt
Saudi Arabia,2023-05,0.676,slt_table3.txt
Saudi Arabia,2023-06,1.611,slt_table3.txt
Saudi Arabia,2023-07,0.184,slt_table3.txt
Saudi Arabia,2023-08,-0.231,slt_table3.txt
Saudi Arabia,2023-09,3.42,slt_table3.txt
Saudi Arabia,2023-10,0.259,slt_table3.txt
Saudi Arabia,2023-11,0.951,slt_table3.txt
Saudi Arabia,2023-12,0.474,slt_table3.txt
Saudi Arabia,2024-01,1.26,slt_table3.txt
Saudi Arabia,2024-02,-1.899,slt_table3.txt
Saudi Arabia,2024-03,0.848,slt_table3.txt
Saudi Arabia,2024-04,0.395,slt_table3.txt
Saudi Arabia,2024-05,0.184,slt_table3.txt
Saudi Arabia,2024-06,1.148,slt_table3.txt
Saudi Arabia,2024-07,0.448,slt_table3.txt
Saudi Arabia,2024-08,0.234,slt_table3.txt
Saudi Arabia,2024-09,0.191,slt_table3.txt
Saudi Arabia,2024-10,0.203,slt_table3.txt
Saudi Arabia,2024-11,0.011,slt_table3.txt
Saudi Arabia,2024-12,-0.091,slt_table3.txt
Saudi Arabia,2025-01,-6.425,slt_table3.txt
Saudi Arabia,2025-02,-2.153,slt_table3.txt
Saudi Arabia,2025-03,-1.332,slt_table3.txt
Saudi Arabia,2025-04,1.615,slt_table3.txt
Saudi Arabia,2025-05,-3.329,slt_table3.txt
Saudi Arabia,2025-06,0.873,slt_table3.txt
Saudi Arabia,2025-07,1.22,slt_table3.txt
Saudi Arabia,2025-08,0.109,slt_table3.txt
Saudi Arabia,2025-09,0.594,slt_table3.txt
Saudi Arabia,2025-10,0.205,slt_table3.txt
Saudi Arabia,2025-11,0.314,slt_table3.txt
Saudi Arabia,2025-12,0.397,slt_table3.txt
Saudi Arabia,2026-01,-0.8,slt_table3.txt
Saudi Arabia,2026-02,-1.162,slt_table3.txt
Saudi Arabia,2026-03,2.415,slt_table3.txt
Saudi Arabia,2026-04,0.082,slt_table3.txt
Poland,2013-01,2.193,s1_globl.txt
Poland,2013-02,-0.085,s1_globl.txt
Poland,2013-03,0.962,s1_globl.txt
Poland,2013-04,-0.524,s1_globl.txt
Poland,2013-05,0.209,s1_globl.txt
Poland,2013-06,1.421,s1_globl.txt
Poland,2013-07,0.629,s1_globl.txt
Poland,2013-08,-0.231,s1_globl.txt
Poland,2013-09,-1.089,s1_globl.txt
Poland,2013-10,-0.179,s1_globl.txt
Poland,2013-11,-0.011,s1_globl.txt
Poland,2013-12,0.0,s1_globl.txt
Poland,2014-01,0.365,s1_globl.txt
Poland,2014-02,-0.152,s1_globl.txt
Poland,2014-03,0.063,s1_globl.txt
Poland,2014-04,0.237,s1_globl.txt
Poland,2014-05,-0.114,s1_globl.txt
