component,country,year,value_usd_bn,holder_sector,bias_direction,lower_bound_eligible,source
SHL_TOTAL_US_SECURITIES,Luxembourg,2025,2641.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,Belgium,2015,195.574,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2015), shl2015r-appx/shl_app01_2015.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2015r-appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,Belgium,2016,95.245,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2016), shla2016r-appx/shl_app01_2016.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2016r-appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,Belgium,2017,84.726,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2017), shla2017r-appx/shl_app01_2017.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2017r-appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,Belgium,2018,138.032,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2018), shla2018r_appx/shl_app01_2018.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2018r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,Belgium,2019,174.593,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2019), shl2019r_appx/shl_app01_2019.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2019r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,China,2015,1267.5,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2015), shl2015r-appx/shl_app01_2015.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2015r-appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,China,2016,1238.077,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2016), shla2016r-appx/shl_app01_2016.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2016r-appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,China,2017,1144.081,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2017), shla2017r-appx/shl_app01_2017.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2017r-appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,China,2018,1187.504,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2018), shla2018r_appx/shl_app01_2018.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2018r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,China,2019,1108.673,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2019), shl2019r_appx/shl_app01_2019.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2019r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,Luxembourg,2015,134.794,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2015), shl2015r-appx/shl_app01_2015.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2015r-appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,Luxembourg,2016,179.989,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2016), shla2016r-appx/shl_app01_2016.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2016r-appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,Luxembourg,2017,173.695,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2017), shla2017r-appx/shl_app01_2017.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2017r-appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,Luxembourg,2018,169.447,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2018), shla2018r_appx/shl_app01_2018.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2018r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_LT,Luxembourg,2019,183.333,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 LT-Treasury col (June 2019), shl2019r_appx/shl_app01_2019.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2019r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Belgium,2015,206.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 14 Total Treasuries End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.34, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Belgium,2016,155.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 14 Total Treasuries End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.34, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Belgium,2017,98.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 14 Total Treasuries End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.34, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Belgium,2018,154.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 14 Total Treasuries End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.34, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Belgium,2019,199.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 14 Total Treasuries End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.34, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Belgium,2020,217.835,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2020, millions), shla2020r_appx/shl_app07_2020.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2020r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Belgium,2021,227.007,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2021, millions), shla2021r_appx/shl_app07_2021.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2021r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Belgium,2022,270.92,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2022, millions), shla2022r_appx/shl_app07_2022.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2022r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Belgium,2023,330.137,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2023, millions), shla2023r_appx/shl_app07_data_2023.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2023r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Belgium,2024,314.814,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2024, millions), shl2024r_appx/shl_app07_data_2024.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2024r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Belgium,2025,429.475,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2025, millions), shl_appendix_2025/shl_app07_data_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,China,2015,1271.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 14 Total Treasuries End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.34, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,China,2016,1240.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 14 Total Treasuries End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.34, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,China,2017,1146.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 14 Total Treasuries End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.34, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,China,2018,1192.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 14 Total Treasuries End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.34, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,China,2019,1112.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 14 Total Treasuries End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.34, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,China,2020,1074.361,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2020, millions), shla2020r_appx/shl_app07_2020.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2020r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,China,2021,1061.132,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2021, millions), shla2021r_appx/shl_app07_2021.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2021r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,China,2022,937.694,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2022, millions), shla2022r_appx/shl_app07_2022.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2022r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,China,2023,834.087,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2023, millions), shla2023r_appx/shl_app07_data_2023.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2023r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,China,2024,780.39,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2024, millions), shl2024r_appx/shl_app07_data_2024.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2024r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,China,2025,731.488,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2025, millions), shl_appendix_2025/shl_app07_data_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Luxembourg,2020,268.668,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2020, millions), shla2020r_appx/shl_app07_2020.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2020r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Luxembourg,2021,301.585,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2021, millions), shla2021r_appx/shl_app07_2021.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2021r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Luxembourg,2022,303.845,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2022, millions), shla2022r_appx/shl_app07_2022.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2022r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Luxembourg,2023,329.009,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2023, millions), shla2023r_appx/shl_app07_data_2023.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2023r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Luxembourg,2024,369.086,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2024, millions), shl2024r_appx/shl_app07_data_2024.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2024r_appx.zip, fetched 2026-07-02"
SHL_US_TREASURIES_TOTAL,Luxembourg,2025,401.651,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A7 Total Treasuries (June 2025, millions), shl_appendix_2025/shl_app07_data_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
TIC_MFH_AGG_OFFICIAL_TREASURIES,ALL,2015,4091.6,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC MFH history, For. Official row, Dec 2015 column (billions), on-disk build/reserve/rdt_evidence/tic/mfhhis01.csv (publisher https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/mfhhis01.csv, on-disk copy fetched 2026-07-01)"
TIC_MFH_AGG_OFFICIAL_TREASURIES,ALL,2016,3813.4,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC MFH history, For. Official row, Dec 2016 column (billions), on-disk build/reserve/rdt_evidence/tic/mfhhis01.csv (publisher https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/mfhhis01.csv, on-disk copy fetched 2026-07-01)"
TIC_MFH_AGG_OFFICIAL_TREASURIES,ALL,2017,4024.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC MFH history, For. Official row, Dec 2017 column (billions), on-disk build/reserve/rdt_evidence/tic/mfhhis01.csv (publisher https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/mfhhis01.csv, on-disk copy fetched 2026-07-01)"
TIC_MFH_AGG_OFFICIAL_TREASURIES,ALL,2018,3956.8,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC MFH history, For. Official row, Dec 2018 column (billions), on-disk build/reserve/rdt_evidence/tic/mfhhis01.csv (publisher https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/mfhhis01.csv, on-disk copy fetched 2026-07-01)"
TIC_MFH_AGG_OFFICIAL_TREASURIES,ALL,2019,4076.9,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC MFH history, For. Official row, Dec 2019 column (billions), on-disk build/reserve/rdt_evidence/tic/mfhhis01.csv (publisher https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/mfhhis01.csv, on-disk copy fetched 2026-07-01)"
TIC_MFH_AGG_OFFICIAL_TREASURIES,ALL,2020,4186.5,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC MFH history, For. Official row, Dec 2020 column (billions), on-disk build/reserve/rdt_evidence/tic/mfhhis01.csv (publisher https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/mfhhis01.csv, on-disk copy fetched 2026-07-01)"
TIC_MFH_AGG_OFFICIAL_TREASURIES,ALL,2021,4117.7,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC MFH history, For. Official row, Dec 2021 column (billions), on-disk build/reserve/rdt_evidence/tic/mfhhis01.csv (publisher https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/mfhhis01.csv, on-disk copy fetched 2026-07-01)"
TIC_MFH_AGG_OFFICIAL_TREASURIES,ALL,2022,3667.4,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC MFH history, For. Official row, Dec 2022 column (billions), on-disk build/reserve/rdt_evidence/tic/mfhhis01.csv (publisher https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/mfhhis01.csv, on-disk copy fetched 2026-07-01)"
TIC_MFH_AGG_OFFICIAL_TREASURIES,ALL,2023,3796.4,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC MFH history, For. Official row, Dec 2023 column (billions), on-disk build/reserve/rdt_evidence/tic/mfhhis01.csv (publisher https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/mfhhis01.csv, on-disk copy fetched 2026-07-01)"
TIC_MFH_AGG_OFFICIAL_TREASURIES,ALL,2024,3792.5,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC MFH history, For. Official row, Dec 2024 column (billions), on-disk build/reserve/rdt_evidence/tic/mfhhis01.csv (publisher https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/mfhhis01.csv, on-disk copy fetched 2026-07-01)"
TIC_MFH_AGG_OFFICIAL_TREASURIES,ALL,2025,3877.6,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC MFH history, For. Official row, Dec 2025 column (billions), on-disk build/reserve/rdt_evidence/tic/mfhhis01.csv (publisher https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/mfhhis01.csv, on-disk copy fetched 2026-07-01)"
